#61556	#216344	0
#1204	#246431	0
skeleton	esquelético	0
input data	datos de entrada	4
collusive	colusorio	5
#14282	#24038	0
reversibility	reversibilidad	5
#48679	#12258	0
#166953	#97057	5
incommensurable	inconmensurable	0
#46999	#97336	0
uneven	inicuo	0
corps	cuerpo de ejército	0
#191167	#125197	0
suspending	suspensivo	0
rhythm	ritmo	0
#149974	#77221	4
housebreaking	allanamiento de morada	4
magistracy	corregimiento	0
#83665	#66964	5
flora	flora	5
#172384	#63587	0
#61429	#199157	5
airing	aireación	0
screaming	grito	0
#75231	#129741	0
#39158	#208165	0
#118711	#38332	4
gender	sexualidad	0
marry	casar	0
#126060	#115717	0
militarisation	militarización	0
anglophone	angloparlante	3
#31738	#86591	0
perceptual	águila	0
safety valve	válvula de seguridad	0
inertial	inercial	4
assemblage	recolección	0
active satellite	satélite activo	4
#69507	#9432	0
#65269	#200164	5
#83272	#51443	0
#267476	#79840	5
#66020	#44466	5
#322916	#255464	0
defence	defensa	5
abetment	exhortación	0
bituminous	bituminoso	0
#26286	#116348	0
unsure	dudoso	0
#19148	#253825	5
unwaveringly	asiduamente	0
#41701	#30262	0
#91407	#93664	0
defector	apóstata	0
anticipation	expectativa	0
wastefulness	desaprovechamiento	0
#37144	#204436	0
#93411	#201010	0
skim milk	leche desnatada	0
#176618	#261582	0
#71868	#75868	0
guarantor	avalista	0
#39206	#251621	4
#179918	#38806	0
#54012	#237283	0
wig	peluca	0
#129337	#132621	0
family	familia	4
trachea	tráquea	0
ninety	noventa	1
information bureau	oficina de información	0
demonstration program	demo	0
cheating	impostura	0
#135635	#246666	5
bundle	envoltorio	4
#309529	#315337	0
#148677	#7184	3
#90543	#89601	0
#165216	#130025	0
#4565	#86710	0
#98377	#42012	4
#124933	#240056	5
#192872	#206039	5
billet	acuartelar	0
#45052	#83745	0
commodity exchange	mercado de productos básicos	0
#176260	#308047	0
diseconomy	deseconomía	5
uncontroversial	indiscutido	0
science	disciplina científica	0
#139126	#246768	0
citrus fruit	cítricos	0
#94302	#102857	0
fiefdom	feudo	5
scatter	dispersión	0
#181168	#36104	0
#83142	#24078	5
#60280	#35928	0
body cavity	cavidad	0
#37587	#251796	0
loco	enajenado	0
oligarchic	oligárquico	5
#124105	#216913	0
#90050	#40418	0
#154618	#95854	0
validated	validado	5
banding	cinta	0
#30509	#101785	0
#98322	#74358	5
public utility	ente nacional	0
#147090	#55280	0
passenger aircraft	avión de pasajeros	3
#38125	#272	0
teratogenic	teratogénico	5
reposition	trasladar	0
liquid	líquido	5
#48807	#201892	5
#85160	#105249	0
#307412	#235366	4
buy in	repostar	0
supranational	supranacional	4
au pair	au pair	4
suspended sentence	liberación condicional	0
quantifiable	cuantificable	5
#16190	#102854	0
#207941	#135309	5
#98580	#33031	5
#47285	#297410	4
#34258	#48317	5
heat transfer	transmisión de calor	0
#13026	#9974	1
#4304	#116940	5
#4461	#307339	0
#17186	#89318	0
#32457	#109118	0
comprehend	captar	0
#132215	#62820	3
spacious	desplegado	0
atonement	expiación	1
#47035	#25999	0
#87391	#80538	0
#48656	#50719	0
#4285	#13112	0
#305015	#22233	0
mine shaft	hornillo	0
religious events	ascensión	0
qualifier	ronda	0
universality	universalidad	5
#43205	#121025	0
booby trap	mina terrestre	0
emerald	esmeralda	2
#158045	#115429	4
#25142	#80293	0
metropolitan city	ciudad metropolitana	5
regionalism	regionalismo	5
#302565	#97872	1
aluminum	aluminio	0
autocracy	despotismo	0
mastery	hegemonía	0
peripheral device	periférico	0
a fortiori	a fortiori	0
#16823	#208528	0
phonetic	difuso	0
managing editor	redactor jefe	5
prison cell	celda	0
significantly	significativamente	5
#43685	#7822	4
disinterestedness	desinterés	0
furniture	decoración	0
#164047	#45631	0
#90776	#217333	0
possible action	probabilidad	0
emigrate	expatriar	0
#64696	#201561	4
dock worker	descargador	0
fatherland	suelo natal	0
language family	familia de lenguas	3
#181233	#16275	0
bromination	bromación	0
joinery	carpintería	0
#38603	#314673	0
ecu	ecu	5
#317310	#309889	2
#154764	#88370	0
#57117	#234274	5
olive tree	olivo	4
#793	#67800	0
#47188	#24203	0
honest	formal	0
#145831	#17953	0
#151546	#76271	0
public opinion	voz pública	0
#46355	#79110	4
double standard	doble rasero	5
#76104	#18108	2
#4861	#201520	0
bill of lading	carta de porte aéreo	4
net profit	neto	0
#20594	#21239	0
code of criminal procedure	código de procedimiento penal	5
#19558	#7775	0
#22922	#56875	0
attack	atentado	5
intermediate	intervenir	0
#123777	#247841	5
#48111	#121526	4
#90769	#63206	0
hundred	cien	0
#154186	#33511	0
#138689	#38430	0
#76552	#89770	4
#15149	#33410	5
wisdom	discernimiento	0
#77701	#221384	0
#46075	#203250	0
fluorosis	fluorosis	2
#1079	#72201	0
#3880	#37718	0
#89267	#218309	0
#152041	#97767	0
#165871	#2097	0
credit account	cuenta corriente	0
deserving	digno	0
#93684	#216454	0
gathering	tropa	0
old-age pension	jubilación	0
splatter	derramar	0
#57302	#233287	0
thereto	por lo demás	0
#20555	#47257	0
severe acute respiratory syndrome	síndrome respiratorio agudo grave	0
#33407	#248852	5
#181495	#93754	5
#97119	#53886	0
isolate	aislar	5
#142486	#123655	0
#67773	#95418	5
#310617	#313550	5
dissuasive	disuasorio	4
contractual	contractual	4
#90060	#31016	0
odd number	impar	0
virile	masculino	0
#29989	#16308	0
#154606	#69262	0
#304336	#248113	0
gal.	galón	0
intrinsic	intrínseco	4
grave	tumba	0
#46394	#22498	0
seafood	marisco	5
#175510	#82777	0
snapshot	instantánea	1
#21249	#208795	0
#162712	#16638	5
infuriate	desatinar	0
#26358	#115278	5
#30089	#8281	0
#68835	#51676	0
business name	firma comercial	0
caries	caries dental	0
defender	paladín	0
xxvii	veintisiete	5
#82931	#42698	5
interactive video	vídeo interactivo	2
delinquent	caducado	0
lynching	linchamiento	5
#3591	#235809	5
#156589	#91801	5
#5556	#237690	5
#126466	#17029	0
#3359	#63121	5
#177916	#52788	0
ranking	standing	0
atheistic	infiel	0
#140027	#261367	0
shaver	perfilador	0
keenly	agudamente	0
#89346	#69420	0
calling	carrera	0
#99806	#84305	3
#874	#1205	5
secret agent	agente secreto	0
low frequency	baja frecuencia	0
misdirect	corromper	0
#18160	#73471	0
#82560	#37800	0
#14696	#203856	0
biannual	semestral	4
electrostatic	electrostático	0
catchment area	cuenca	0
#46972	#98445	0
time of day	parte del día	0
#128598	#203824	4
misjudge	errar	3
exploiter	explotador	0
#38370	#205253	5
one-parent	monoparental	4
incomprehension	incomprensión	5
#65400	#73145	5
#13577	#115440	0
#146750	#52547	0
#1996	#21284	0
presidential election	elecciones a la presidencia	0
#47746	#114383	0
ethnography	etnografía	5
#32276	#126386	0
both	ambos	4
tangible	tangible	5
#149899	#15033	5
#283535	#25305	0
#183717	#79339	0
devaluation	devaluación	4
beauty culture	cosmetología	0
#5047	#85351	4
#58379	#3621	4
#137818	#4866	0
#268450	#8424	0
crew	cuadrilla	0
#44371	#30031	5
apprehended	acepto	0
patiently	pacientemente	3
lawbreaking	acto ilícito	0
complication	laboriosidad	0
pocketbook	bolso	0
shaikh	sheikh	0
#304683	#208912	4
melamine	melamina	0
monsieur	caballero	0
let-up	estancamiento	0
decrepit	maluco	0
external	externo	5
#181686	#207518	4
#30694	#207758	5
#60269	#255122	4
#48908	#201476	4
organoleptic	organoléptico	0
#995	#2985	0
#45854	#66968	2
#27440	#235143	4
strait	estrecho	0
#82407	#50610	0
#89573	#70053	0
protein	proteína	5
bookkeeper	contable	0
in front of	cara a cara	0
#16876	#58381	0
inquire	preguntar	0
infectious agent	agente infeccioso	0
magnifying glass	lupa	0
#19241	#208406	1
#62831	#316966	5
#19530	#209803	1
biocontrol	control biológico	2
chequer	diversificar	0
#121948	#48993	5
television picture	imagen de televisión	0
sauna	sauna	5
manatee	manatí	0
retard	tonto	0
license plate number	número de matrícula	0
#135467	#203303	0
#148358	#126610	0
amends	desagravio	0
oft	con frecuencia	0
#85289	#22166	0
class action	demanda colectiva	5
latest	última	0
#32976	#236039	0
#73672	#10185	0
censurable	censurable	0
composing	compostura	0
equality before the law	igualdad ante la ley	4
#47909	#12816	0
#170104	#37535	0
#151533	#118104	0
rose	rosa	0
#84660	#12485	5
source	reencontrar	0
cesarean	cesárea	5
#98940	#106399	5
easy	acomodado	0
distribution function	función de distribución	3
#97410	#83667	3
civil aviation	aviación civil	4
#77058	#7014	0
sump	pozo negro	0
#317846	#251279	5
#227050	#93709	0
#18876	#28244	0
devil's advocate	abogado del diablo	0
#119861	#255500	0
#39710	#308972	3
#153037	#82751	0
#75334	#103370	5
#193084	#205566	2
#317686	#310372	0
drainage	drenaje	4
#86093	#64004	0
#65752	#90579	5
performing	actuación	0
titan	coloso	0
#37377	#20087	0
all important	imprescindible	0
incriminate	criminalizar	0
martial	bélico	0
novelist	novelista	4
battalion	haz	0
#166773	#33281	0
#75537	#28628	0
#29814	#248039	0
#14988	#113415	0
purple	violado	0
undervaluation	infravaloración	5
inhuman	inhumano	5
seaman	marino	0
at a glance	a simple vista	0
#76754	#83753	5
#134091	#66493	5
limitless	inmensurable	0
#157168	#44750	0
#82580	#15875	0
unsuitability	insuficiencia	0
#209107	#23708	0
#132934	#208669	4
trivialization	banalización	4
#48414	#33234	0
#88649	#40445	2
hinge	bisagra	0
virtual desktop	escritorio virtual	5
#90412	#217697	0
#122474	#3	0
enduring	inextinguible	0
#59042	#120130	0
labour union	sindicación	5
#63404	#224999	0
skilled	introducido	0
web-site	sitio	0
#318111	#210229	0
#98386	#6415	5
social networking site	red social	0
#147688	#29091	4
main office	sede central	1
leased line	canal privado	0
#28880	#29962	0
#59190	#202857	0
asphyxiate	ahogar	0
#43189	#120073	4
#269508	#252019	0
#92982	#224606	0
vat	pila	0
#113123	#220017	5
#27708	#114466	5
undergrowth	sotobosque	0
#43764	#70549	0
#198457	#232260	0
heinous	inhumano	0
#34184	#96191	0
#28429	#109520	0
physical-chemical	fisicoquímico	0
#303871	#309816	0
#2900	#83148	0
extreme right	ultraderecha	2
problem	cuestión	0
patois	jerga	0
brotherly	fraternalmente	0
sales	personal de ventas	0
warning	apercibimiento	0
#283235	#113062	5
put across	demostrar	0
#47291	#70575	0
#57998	#20140	2
music school	conservatorio	2
diarrhea	diarrea	0
desecrate	violar	0
tabulate	tabular	5
#3272	#206459	5
#30647	#251186	4
global positioning system	sistema global de navegación por satélite	0
valuate	apreciar	0
#70091	#130998	0
despoil	saquear	0
#82719	#102031	0
remand center	penitenciaría	0
recognise	identificar	0
#123405	#47691	0
ovary	ovario	5
fiscal	fiscal	0
#93333	#41769	0
auxiliary	auxiliar	0
jewel	piedra preciosa	3
exigent	acucioso	0
#305871	#232452	0
videocassette	videocasete	0
push	empuje	0
#62412	#3314	3
#15099	#34536	5
rescuer	socorrista	4
#23702	#32622	0
