#69441	#26801	0.255702268492	#18096	0.256887332448	asustar	0.263841058312	#65968	0.274164058221	verdugo	0.278474598855	1	#131657	0.392603372695
#15984	#16804	0.286021305559	#7774	0.307256892154	#112779	0.328776497811	#13351899	0.332160346775	trasbordador	0.334582249427	0
infuriate	#110306	0.256269926614	exasperar	0.256702739396	#19551	0.260012134657	#11168	0.263686046778	verdugo	0.264190999339	1	desatinar	0.378964684615
#324674	#221889	0.29000665931	cancelación de la deuda	0.305695678565	#261342	0.307554543921	condonación	0.324807548346	#93433	0.339691540945	1	#261342	0.307554543921
#290160	#82116	0.244178425757	#82118	0.255619495804	delantero	0.257365659624	#36716	0.265289348309	#82698	0.269645633902	0
interrelatedness	#62400	0.369980338833	indivisibilidad	0.377984669292	#62366	0.393618527944	insoslayable	0.396025153648	#268448	0.397325574153	0
add.1-e/2003/80/add.1	declinatoria de jurisdicción	0.420864865012	de guatemala	0.420891021519	ía	0.438519777311	5715	0.441182124528	#317214	0.444164354776	0
#48544	grandeza	0.210669744454	#56054	0.211705790427	#61361	0.231688867144	gloria	0.233045922732	soñar	0.243004704892	0
#29642	#67259	0.379537207349	autocapacitación	0.384623197709	marcapáginas	0.392757022784	punto céntrico	0.392993533698	#44509	0.396431785862	0
#83537	apagado	0.253685377558	#28249	0.260449107055	#14392	0.263656702186	#14979	0.264245590896	bravo	0.265506907902	0
control tower	mástil	0.210126355997	#111479	0.216726788966	#100301	0.23495826146	#87364	0.236758423829	calle de rodaje	0.238043924447	1	torre de control	0.240870256688
#41898	calzada	0.222647879987	#117177	0.226890220526	balsa	0.227003258789	#6190	0.2348254625	cala	0.238372600789	0
#192833	consejo constitucional	0.453864694896	#91238	0.455718733988	nulidad	0.459454881011	#260776	0.459568915692	en primera instancia	0.469955151399	1	#90588	0.719976547968
#313137	zona marítima	0.253245177139	#15360231	0.27256327636	#317797	0.282427950154	#10360272	0.283957930655	#71794	0.288059644174	1	#312437	0.429217956084
#221722	#216996	0.317984921644	#123714	0.320105367676	#216614	0.325181502242	#217230	0.32634430953	#216670	0.331946068451	0
mythology	mitología	0.202573036578	recitar	0.21679491125	#67446	0.218470782973	#21737	0.220643641709	novela	0.230562431955	0
street furniture	andén	0.230007832524	#82118	0.231452802935	#19279	0.233447433157	#82116	0.23376191335	#202737	0.234921366852	0
reexamination	#91232	0.472260635716	#204184	0.477253607953	sobreseimiento	0.486119263236	#65263	0.489520506942	#65264	0.492011928876	0
#29496	novela	0.254088364346	biografía	0.261718249565	#67446	0.264558045494	recitar	0.268467870461	antología	0.269573607821	0
incineration	#61897	0.202138605805	#34532	0.212075504299	incineración	0.216234572842	#233635	0.276763617707	gases de combustión	0.277595743046	0
www.reliefweb.int	#75882	0.323403007042	#202737	0.323606122465	enlazado	0.324090152348	#52158	0.324445964061	#200266	0.324651396815	0
miniaturized	espectrógrafo	0.182715583577	#2296	0.194004400857	silicio	0.196611469298	lidar	0.197355236133	#208415	0.200130890999	0
loses	#299364	0.337264729316	tumulto	0.340235115448	inflingieron	0.343012991873	#128581	0.344582540588	kadogo	0.345447862896	0
socialisation	socialización	0.380330182305	#236755	0.387280054039	autoestima	0.400264721535	#247267	0.412135792045	#121591	0.42539655758	0
#16419057	#35438	0.275707795641	pinga	0.28582466545	#308635	0.292061963439	plaza fuerte	0.296039119043	capital de la provincia	0.297602099387	0
very low frequency	#80088	0.183257383239	#200266	0.187393545246	fotométrico	0.189490277195	#200181	0.194773976009	interferómetro	0.198044551106	0
#141053	#86268	0.197272138157	lava	0.198515456226	#117177	0.204677065199	#70006	0.211182549494	#4863	0.213372432031	1	#86628	0.504085076161
mendicancy	#103711	0.276907294925	depravación	0.285749133529	libertinaje	0.290429214676	lascivo	0.291261567193	abuso deshonesto	0.295606359898	0
#203897	lava	0.197881268266	#70006	0.222088024271	ciervo	0.227235120355	araña	0.228551217874	zorro	0.230388495255	0
#116099	#99867	0.295777654618	nuer	0.296444062189	asalto aéreo	0.300104170136	#123262	0.301923373089	desfiladero	0.302854836122	0
#75731	pedazo	0.27407180547	#28249	0.275843440212	#49186	0.276800546399	#7790	0.278149037981	apretar	0.285158661709	1	#138983	1.04131722397
by the by	jefe del gobierno	0.397188615513	#254918	0.398550773322	gran duque	0.404081641596	#202024	0.40889234575	speaker	0.410945072435	0
#194186	hechor	0.321038164065	descarriado	0.325840453033	malhechor	0.326730497755	#218320	0.32809393828	victimario	0.332988467871	0
#147503	#261512	0.480415206713	#91238	0.486364606951	acto unilateral	0.490486009877	seriedad	0.495065412626	tribunal competente	0.495157765738	0
unhappiness	maldad	0.267498226715	#28225	0.268815463339	aflicción	0.27388678668	#10851	0.276576122746	cinismo	0.28284745683	1	infelicidad	0.340114408339
plotting	pinza	0.296694552002	boceto	0.304642930864	#10002	0.306903879584	babor	0.307348067805	#85719	0.312765973354	0
#82680	pinza	0.255091436877	conductividad eléctrica	0.256161882918	pulsación	0.258307505347	#92125	0.26162444646	pixel	0.264094186152	0
exam	#246407	0.349169299034	examen de ingreso	0.359835096905	examen final	0.391774892203	examen de admisión	0.394249221488	#315859	0.395557768832	0
#169108	infierno	0.263724155468	#25996	0.264250575479	locura	0.275002658083	#105661	0.287122980077	gloria	0.290084795754	1	#114826	0.47371167439
#653	secreto de sumario	0.429698801519	#203362	0.429914659148	#308529	0.431099538359	#28462	0.433125713498	#8241	0.435923605504	1	#310423	0.6779406866
#88769	#42717	0.342951077202	pluriculturalidad	0.356347146243	multiculturalidad	0.360116950561	epistemología	0.362373948956	transversalización	0.365456779522	0
mecklenburg-western pomerania	cerro largo	0.311899687666	#13427414	0.312009235519	#251460	0.31964403606	negritud	0.333121119734	#12010	0.335176175808	0
#155977	#47944	0.285490203938	pu	0.289067756359	#307488	0.290500193604	carburo	0.290547262289	#119376	0.295001002962	1	#47945	0.520254880931
lepomis macrochirus	#204286	0.167784934242	#3798	0.177511365539	densidad aparente	0.184431138598	congéneros	0.187703960032	#59543	0.192689540663	0
#91385	piadoso	0.267563866313	#3218	0.277972073262	aforismo	0.279624643735	devoto	0.280414368549	#43490	0.284466757714	0
net present value	#322324	0.283076579979	valor presente neto	0.287281082776	#321299	0.291461029131	#310058	0.297132730443	#251561	0.302613394431	0
brahmaputra river	#70629	0.193423070461	#14891	0.198359981676	#308848	0.199594242001	planicie	0.201876686308	barranco	0.204475379409	0
labour exchange	bolsa de trabajo	0.273108570609	oficina de empleo	0.30601900121	oficina de colocación	0.307913914729	#201823	0.335296442781	#317569	0.337927945756	0
#70616	#9010	0.373362534956	#95236	0.424004145939	#40785	0.477500699844	adiestrar	0.485797376595	#38956	0.485995458163	1	#9010	0.373362534956
ipo	gremio	0.333245303999	música de cámara	0.338600141909	conformado	0.341071256638	buro	0.341802427613	#246179	0.344317054034	0
extrovert	#23214	0.266102941906	#18173	0.272309914787	feo	0.276900595848	reminiscencia	0.277495025148	romántico	0.278437540487	0
sunburn	#55038	0.183983340881	#310687	0.190071248706	eritema	0.190393529561	#49197	0.192237290094	#216344	0.193372884182	0
selfrespect	#3499	0.290741665393	#3500	0.295815912963	cariño	0.314403327824	autorrespeto	0.315347959857	#307379	0.321057550809	0
#159397	#31581	0.317345596474	#136778	0.345442322302	descongelar	0.400666533287	#31580	0.40559142423	#31582	0.411805120912	1	#31581	0.317345596474
extrinsic	extrínseco	0.267848902993	#53696	0.294806196127	subjetividad	0.320492190953	#106154	0.324422945968	estoppel	0.324445133375	0
silvo	páramo	0.251344648534	#70629	0.255848415108	yermo	0.266952857032	#66181	0.268006945272	matorral	0.26868786822	0
fish fillet	filete	0.151043923909	#126804	0.194147503123	#72189	0.198198521882	#23422	0.200264978822	#95968	0.205904226604	0
25 222	#39611	0.306162013169	capota	0.310314667217	hebilla	0.312737043448	#3564	0.318529977251	alfiler	0.319247099814	0
154 156	#5676	0.338345846013	#39611	0.345603013052	divisor	0.348545338034	capota	0.349423326317	#82698	0.349990393776	0
#32399	furia	0.228496172233	agitar	0.243533333117	torbellino	0.249144172658	tempestad	0.265395921599	ferocidad	0.266823124166	0
#320662	#210535	0.396589680686	#66833	0.429500464894	#251254	0.445791844045	sistema democrático	0.446071194575	recuperación económica	0.446078850089	0
eluate	#202477	0.203631607798	densidad aparente	0.209885166833	solución acuosa	0.213804986337	gravedad específica	0.214768779186	fenol	0.215282807375	0
#97695	retrodispersión	0.222440311781	geométrico	0.225774232992	gravitacional	0.227543731069	fluorescencia	0.231299095196	geometría	0.231427153849	0
agricultural implement	#29067	0.172946125527	frazada	0.179965317319	olla	0.188905632789	#6288	0.198038042824	#79995	0.199079133657	0
scrutiny	comprobación	0.381843317673	escrutinio	0.436261987041	minucioso	0.463907015564	#50143	0.468663727852	#38039	0.472382022023	0
brassage	acuartelamiento	0.326082206496	mixage	0.350808879874	brassage	0.352052507767	acantonamiento	0.360370811807	#1642	0.371919617671	0
#129532	#46194	0.415186270798	#49039	0.424482274258	3.1	0.424601240539	subapartados	0.427862028294	gráfico i	0.428170841247	0
#98633	obsesión	0.2453083491	#72382	0.252017870907	#12774	0.255418459996	arrogante	0.259219704877	#64356	0.262714632622	0
private employee	trabajador del estado	0.276910500278	#310399	0.310639815069	representación sindical	0.330436408108	empleado privado	0.331659979446	empleado estatal	0.335737697131	0
#98538	perdigón	0.222266127746	#201672	0.224141065213	puñal	0.229879439793	arma blanca	0.235337661801	bayoneta	0.236168302002	0
#19716	#118813	0.188760252211	recital	0.195663876361	#86376	0.199041722662	#57842	0.201622014357	#95189	0.202398471383	0
microsatellite	microsatélite	0.164894162335	#50735	0.17191111906	telescopio espacial	0.178858221865	rayos infrarrojos	0.185346682413	astrofísico	0.189327907113	0
komuna e lipjanit	#275	0.306563154832	#8240	0.309327509877	san lucas	0.31607220943	lápida	0.321542032905	san juan bautista	0.321581527309	0
viloyati sughd	san cristóbal	0.274093689692	el paraiso	0.275474858616	#13557879	0.278245985186	stara zagora	0.280162004233	#13485154	0.283041867202	0
san salvador de jujuy	#14388194	0.282298930729	corregimiento	0.282337243926	#13585635	0.297526567861	san marcos	0.298622794301	san jose	0.29975123403	0
#270486	edificio de apartamentos	0.254306721062	#33511	0.260404680709	#114797	0.287567037408	unifamiliar	0.292267012085	#254684	0.303814868844	0
#59594	recurso de casación	0.317484509438	#23400	0.32051373252	sobreseimiento	0.324095380617	tribunal inferior	0.327951413706	#251149	0.329736751436	0
#144585	débito	0.392092093753	diferimiento	0.410394112476	requerimiento de pago	0.410538631974	#287383	0.417899924746	recibo correspondiente	0.420044183683	0
posing	lascivo	0.279781617466	depravación	0.281333463392	ensañamiento	0.293642013538	#3307	0.29417032137	arrebato	0.294895735654	1	pose	0.324284498578
#44114	a sangre fría	0.266547982066	#47093	0.276007657371	#11168	0.293452592838	furioso	0.293604367926	amedrentar	0.294284894745	1	#79427	0.946208880233
#11079713	norteño	0.316501114249	#13676459	0.320066502053	nana nambere	0.327017097036	corregimiento	0.327784674861	#12296430	0.329894045955	0
#88162	arrogante	0.20725577363	hipócrita	0.20953271051	#36946	0.221700849675	#57344	0.228423730246	descarado	0.230583122321	0
#75572	#50185	0.323043383238	escuchar	0.342388472818	#81030	0.357853885059	#50184	0.359626439189	oír	0.405316810257	0
sexual offence	agresión sexual	0.211222777711	delito sexual	0.220415678225	#201543	0.31471383889	delito penal	0.349485032602	violencia familiar	0.350104409075	0
#32431	obra de teatro	0.256038808574	#172	0.268227922897	#21737	0.274967693591	actividad artística	0.276826540427	#88508	0.278073583108	1	#99116	0.336438208346
#151285	inolvidable	0.260204739546	#56054	0.265146907755	grandeza	0.268387561121	anales	0.269898511399	memorable	0.271020637745	0
amsterdam airport schiphol	petah tikva	0.335153037818	#69836	0.341869140328	#16651438	0.348547235306	#6076	0.350536947943	#98905	0.356155781026	0
#68136	#15589	0.321128527873	#43998	0.325649322141	iluminado	0.326817546207	ventilador	0.331583149898	#105747	0.332810696124	1	#4641	0.461936845902
#92159	cuadrado	0.276628165358	rectángulo	0.290506541361	#35217	0.295762443167	#2148	0.300562902766	ranura	0.30374445283	1	#37489	0.455957461112
#217739	#86516	0.278267471999	silicio	0.279349135567	rayado	0.282385649738	#58828	0.284878220861	tablilla	0.285027938318	0
#294258	delantero	0.189312361339	retroexcavadora	0.200165026687	#111419	0.20149719872	#23143	0.202658153461	tornillo	0.203223708347	0
#123243	#81941	0.372280375616	primer mandatario	0.376487311444	triunvirato	0.376887999209	partido colorado	0.377065547166	demócrata liberal	0.377662127709	0
#31322	#202477	0.174431561611	#15902	0.177751297059	#6439	0.18182324203	solución acuosa	0.182968070498	alquilo	0.183753408744	1	#320302	0.205739716311
cd-rom	cd-rom	0.260661055422	#231499	0.267732219704	#283679	0.268314652135	disco compacto	0.271043638404	cd rom	0.288175080773	0
#374527	#110141	0.207014595743	riboflavina	0.209826620402	graso	0.22115033575	#208092	0.223630731274	hidrato de carbono	0.224421188795	0
#154689	#60826	0.231590208576	balsa	0.232978971331	popa	0.233970690562	#88984	0.234021088642	#6190	0.234621033733	0
#281825	en conjunto con	0.520781418766	#38956	0.542753836113	reagrupar	0.549830417087	en unión de	0.552141856439	1.843	0.556476492404	1	#135134	0.618225273521
#175894	#128581	0.362687982854	autogolpe	0.364810452914	#226410	0.36610033838	#67249	0.366402763422	#43520	0.366614421062	1	#226410	0.36610033838
#153645	cuarto de baño	0.188004616065	lavabo	0.201325940561	#15560	0.205607462855	ducha	0.212346237467	aseo	0.212791564778	0
#86371	efímero	0.305798060191	#228668	0.313043700326	#79443	0.315504898015	traicionado	0.328834814259	obnubilar	0.330266610789	1	#17497	0.368497949239
